NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
GILVAN PEREIRA DE SOUZA,270.65,VEREADOR,96
OCILENE AUGUSTA DE OLIVEIRA,270.65,VEREADOR,28
CLODOALDO DE NOVAIS CHAVES,270,VEREADOR,55
DAIANE APARECIDA DA SILVA,270,VEREADOR,30
DEILSON FERREIRA CIRINO,270,VEREADOR,90
GILBERTO GONCALVES DE SOUZA,270,VEREADOR,12
GLAUCIA APARECIDA DA SILVA,270,VEREADOR,10
JESSE JAMES SANTOS OLIVEIRA,270,VEREADOR,124
JORGE RENATO ROSA DE OLIVEIRA,270,VEREADOR,12
JOSE CAMILO NETO,270,VEREADOR,109
JOSE ELCIO DE ARAUJO,270,VEREADOR,90
JULIANA CARDOSO COSTA,270,VEREADOR,25
LUCIELLE DO NASCIMENTO RODRIGUES,270,VEREADOR,8
MARA DE ALMEIDA SILVA,270,VEREADOR,14
MARIA AMELIA CAIXETA ESTRELLA,270,VEREADOR,3
MARIA DA PAZ LUZEIRO DOS SANTOS,270,VEREADOR,6
NEULUCIO PEREIRA DA SILVA,270,VEREADOR,25
NOE ANTONIO MARCELINO,270,VEREADOR,75
ORLANDO DO NASCIMENTO LEAL,270,VEREADOR,46
PAULO PINTO FIDELIS,270,VEREADOR,429
REINALDO LAUREANO TELES,270,VEREADOR,71
ROMARIO DIAS DOS SANTOS,270,VEREADOR,345
ROSANGELA COSTA RODRIGUES NUNES,270,VEREADOR,36
ZULEICI RAFAEL ROSA RIBEIRO,270,VEREADOR,119
ELDER ARIEL SOUSA,268.35,VEREADOR,70
JOYCE SILVA DE JESUS,268.35,VEREADOR,81
MARIA JOANA DE QUEIROS,268.35,VEREADOR,56
MOZAR FAUSTINO DA SILVA,268.35,VEREADOR,79
SHEILA BARBOSA DE OLIVEIRA VASCONCELOS,268.35,VEREADOR,18
WELINGTON JOSE LEITE,268.35,VEREADOR,75
ZILDA MARIA DOS SANTOS,268.35,VEREADOR,11
ERCIVALDO RODRIGUES DA SILVA,267.5,VEREADOR,66
MANOEL REIS DE FREITAS,266.65999999999997,VEREADOR,35
JOSE CARLOS MARQUES,266.42,VEREADOR,25
MATHEUS VICENTE SILVA LEÃO,266.21000000000004,VEREADOR,267
JALES PEREIRA,266.2,VEREADOR,50
ALESSANDRO PRADO CHAVES,265.92,VEREADOR,31
ALEXANDRO LIMA DOS SANTOS,265.92,VEREADOR,117
ALEXSANGELA SANTOS BASILIO SANTIAGO,265.92,VEREADOR,16
ANDRE VERISSIMO DA SILVA,265.92,VEREADOR,9
ANTONIO CARLOS ANADAO,265.92,VEREADOR,36
ANTONIO CARLOS DA SILVA MACHADO,265.92,VEREADOR,69
ANTONIO CARLOS RIBEIRO DE MENDONÇA,265.92,VEREADOR,108
ARTUR EMILIO GARCIA DOS SANTOS,265.92,VEREADOR,78
BENELIZIA SAMPAIO GONZAGA,265.92,VEREADOR,12
BERNARDO JURANDI DE JESUS RODRIGUES GUIMARAES,265.92,VEREADOR,22
CARLOS EDUARDO LEMOS DOS SANTOS SILVA,265.92,VEREADOR,77
CELIO GOMES DA CUNHA,265.92,VEREADOR,22
CICERA LOPES COSTA,265.92,VEREADOR,26
CLEBER FERNANDO RODRIGUES SOBRINHO,265.92,VEREADOR,13
CLEBER OLIVEIRA FERNANDES,265.92,VEREADOR,33
DAYANA MARIA MIRANDA,265.92,VEREADOR,30
EDICARLEI RODRIGUES DE OLIVEIRA,265.92,VEREADOR,23
EDILECIA RODRIGUES SOARES,265.92,VEREADOR,8
EDILSON CESAR RAMOS DO NASCIMENTO,265.92,VEREADOR,16
EDINILCE DA SILVA MELO,265.92,VEREADOR,12
FRANCISCO DE ASSIS MARTINS,265.92,VEREADOR,129
FRANCISCO SEVERIANO DOS SANTOS,265.92,VEREADOR,33
GERSON FERREIRA DA COSTA,265.92,VEREADOR,87
GLECIA ARAUJO DE SOUSA SILVA,265.92,VEREADOR,13
HELEN ROSARIA APARECIDA RIBEIRO SILVA,265.92,VEREADOR,28
JANAINA SALES DE OLIVEIRA,265.92,VEREADOR,6
JOACI MEDEIROS DOS SANTOS,265.92,VEREADOR,39
JOAO BATISTA FERNANDES DA SILVA,265.92,VEREADOR,11
JONAS GOMES RODRIGUES,265.92,VEREADOR,4
LEONARDO CARDOSO SOUSA,265.92,VEREADOR,25
LUCIANA GOMES CORREIA DA SILVA,265.92,VEREADOR,4
LUCIANO VILA NOVA,265.92,VEREADOR,36
MARCIO BASTOS DA SILVA,265.92,VEREADOR,25
MARCOS PEREIRA DA SILVA,265.92,VEREADOR,31
MARIA DA GUIA FERNANDES DUARTE,265.92,VEREADOR,17
MARIA DE JESUS MODESTO DE MENEZES,265.92,VEREADOR,36
MARIA EULINA DUARTE REIS,265.92,VEREADOR,16
MARIA GORETE RODRIGUES DE SOUSA,265.92,VEREADOR,25
OSMARINA GARCES PIMENTEL ALVES,265.92,VEREADOR,13
PAULO RICARDO DE ARAUJO,265.92,VEREADOR,40
RICARDO BATISTA DOS SANTOS,265.92,VEREADOR,60
ROSICLEI DA SILVA LEITE OLIVEIRA,265.92,VEREADOR,94
ROZANGELA RODRIGUES DE MIRANDA,265.92,VEREADOR,38
SEBASTIAO ALVES DA SILVA,265.92,VEREADOR,6
SIDINEIA FERREIRA BAIA,265.92,VEREADOR,13
SILVIO LAERTE DOS SANTOS,265.92,VEREADOR,68
THATIANA DIAS DE SOUZA AQUINO,265.92,VEREADOR,39
THIAGO BATISTA LEMES CUNHA,265.92,VEREADOR,12
VALDELINO LUIX DE AGUIAR,265.92,VEREADOR,106
WADIJA MARIA CAETANO XAVIER,265.92,VEREADOR,27
JANDER MARÇAL CHAVEIRO,265.66,VEREADOR,8
JOAO BATISTA NUNES FERREIRA,265.38,VEREADOR,42
LAECIO NOLETO CRUZ,265.38,VEREADOR,42
LAIZA APARECIDA INACIA CARVALHO,265.38,VEREADOR,8
ANA MARIA FONSECA RODRIGUES,265,VEREADOR,72
FRANCIVALDO REIS FERNANDES,265,VEREADOR,39
VANDERLY LIMA DE ARAUJO,265,VEREADOR,5
EDSON NUNES DA SILVA,264.65,VEREADOR,14
BENEDITO LAZARO DA CUNHA,264,VEREADOR,21
ADÃO BARBOSA DA SILVA,262,VEREADOR,54
CLAUDIO FRANCISCO DA SILVA,262,VEREADOR,22
DIVINA FAGUNDES DOS SANTOS,262,VEREADOR,19
ELAINE ANDREIA RIBEIRO,262,VEREADOR,13
ERCIVAL FERREIRA DOS SANTOS,262,VEREADOR,31
GEAN CARLOS BATISTA DA SILVA,262,VEREADOR,144
IVAIR MOREIRA DA CRUZ,262,VEREADOR,64
JOSILDO DA SILVA,262,VEREADOR,10
LUIZ ANTONIO RIBEIRO DA SILVA,262,VEREADOR,6
MARCOS VINÍCIUS DE CASTRO,262,VEREADOR,130
NILVA CANDIDA DOS SANTOS,262,VEREADOR,10
RICARDO FAGUNDES DA SILVA,262,VEREADOR,60
WALTEIR ANTONIO RODRIGUES,262,VEREADOR,12
WESLEY GONÇALVES DE ANDRADE,262,VEREADOR,29
ANA MARIA DE ANDRADE,261.9,VEREADOR,10
EDER ALBERTO JORGE PIMENTA,261.9,VEREADOR,117
NOÊMIA SEVERINO DA SILVA VAZ,261.9,VEREADOR,111
OZIEL MARCOS VAZ CORREIA,261.9,VEREADOR,24
WASHINGTON LUIS DA SILVA,261.9,VEREADOR,18
ALDAIR PEREIRA DOS ANJOS,260.77000000000004,VEREADOR,38
ANTONIO WEDES BRAGA PLACIDO,260.77000000000004,VEREADOR,457
ELIAS RODRIGUES DA SILVA,260.77000000000004,VEREADOR,21
LORRANA OLIVEIRA DORNELAS,260.77000000000004,VEREADOR,4
MARCELO LEMOS DE CARVALHO,260.77000000000004,VEREADOR,195
MARCO ANTONIO RIBEIRO CASUPA,260.77000000000004,VEREADOR,35
MAURINDA RIBEIRO DOS SANTOS,260.77000000000004,VEREADOR,24
PAULO FERNANDO RODRIGUES MUNDIN UED,260.77000000000004,VEREADOR,1
SIDINEI JOSE LEANDRO,260.77000000000004,VEREADOR,53
ADEIR DE OLIVEIRA JUNIOR,260.77,VEREADOR,73
ADILSON COIMBRA DE SANTANA,260.77,VEREADOR,208
AMAURI NERI DOS SANTOS,260.77,VEREADOR,45
CLAYTON BARBOSA SISCATO,260.77,VEREADOR,169
COSME DA SILVA TEODORO,260.77,VEREADOR,33
DENYSON DAMASCENO GOMES,260.77,VEREADOR,72
EDSON SANTANA ORNELAS,260.77,VEREADOR,100
ELIAS CAVALHEIRO FRAGA,260.77,VEREADOR,26
ELSON LIMA DOS SANTOS,260.77,VEREADOR,88
FABIO JUNIO BISPO DOS ANJOS,260.77,VEREADOR,18
FABIO PEREIRA DE QUEIROZ,260.77,VEREADOR,78
FELIX DE SA ROCHA,260.77,VEREADOR,59
GILSON FERREIRA DE SOUZA,260.77,VEREADOR,124
HAYANNE RIBEIRO DA FONSECA,260.77,VEREADOR,21
HERBET JUNIOR DE JESUS,260.77,VEREADOR,90
JANILSON ALVES DE CASTRO,260.77,VEREADOR,59
LIDIANE RODRIGUES MARQUES BORGES,260.77,VEREADOR,61
MARIA VANILDA FERREIRA DOS SANTOS,260.77,VEREADOR,32
MARILIA RODRIGUES,260.77,VEREADOR,230
NADIA APARECIDA PERES DE QUINTA,260.77,VEREADOR,19
ROGERIO BATISTA LEITE,260.77,VEREADOR,19
RONAN CARLOS PEREIRA,260.77,VEREADOR,123
WEZIO MACHADO DA SILVA,260.77,VEREADOR,189
LILIANE DO COUTO PAGIRYS,260.45,VEREADOR,40
ROMILDO PEREIRA MACHADO,260.45,VEREADOR,125
AIRTON FERREIRA DE RESENDE,260,VEREADOR,47
CRISTINA BATISTA DE SOUSA,260,VEREADOR,4
DANIEL NOGUEIRA DE LIMA,260,VEREADOR,177
DAVILA PAULA CERRA SENA,260,VEREADOR,64
JUCARA FERREIRA DA SILVA,260,VEREADOR,8
LOURENÇO SOUZA SALES,260,VEREADOR,280
LUZIA FRANCELINA RODRIGUES ALMEIDA,260,VEREADOR,1
MAYKON DENNER FERREIRA DE LIMA,260,VEREADOR,12
RENATA PIMENTA ESPINDOLA GOMES,260,VEREADOR,18
VALDEMIR PINHEIRO BUENO,260,VEREADOR,2
CARLOS ALBERTO DE SOUSA FERNANDES,257.5,VEREADOR,90
DENILDA CRISTINA DORNELA,257.5,VEREADOR,66
ANTONIO TACIO MOREIRA DE SOUSA,257,VEREADOR,28
EVANDO LEMES PIRES,255.35,VEREADOR,36
JANAINA APARECIDA DA SILVA,255,VEREADOR,23
JOÃO ALVES PEREIRA,255,VEREADOR,4
ROZIMAR BARBOSA RODOVALHO,255,VEREADOR,15
CRISTIANO ALVES SOBRINHO,254.05,VEREADOR,24
GILSON ASSUNÇÃO DE ALMEIDA,254.05,VEREADOR,80
JAINO JOSE DE CASTRO,254.05,VEREADOR,93
SUZANA MONTEIRO FERNANDES MENDES,254.05,VEREADOR,14
ADAO PEDRO DE SOUSA,253.75,VEREADOR,33
ALINE DA CONCEIÇÃO DAMASCENO,253.75,VEREADOR,20
JEAN JUNIOR RIBEIRO DE FARIAS,253.75,VEREADOR,28
OZIMAR SANTANA PEREIRA,253.75,VEREADOR,29
VERA LUCIA APARECIDA BATISTA DOS SANTOS,253.75,VEREADOR,13
JOSE SEBASTIÃO DA SILVEIRA,252,VEREADOR,70
EVANDO BERTOLDO DE SIQUEIRA,251.97,VEREADOR,24
ALEX GONZAGA DE OLIVEIRA,250,VEREADOR,23
ARAO ALMEIDA FALCAO,250,VEREADOR,94
CAMILA CARDOSO TEIXEIRA,250,VEREADOR,27
DALILA RAMOS PIRES,250,VEREADOR,2
DORACI SOARES DE SOUSA,250,VEREADOR,32
EMERSON RAMOS RODRIGUES PORTO,250,VEREADOR,13
ENIR MARIA LACERDA,250,VEREADOR,1
EUNIZETE DA SILVA,250,VEREADOR,5
FERNANDO PAIVA TEIXEIRA,250,VEREADOR,10
FERNANDO RICARDO TEODORO,250,VEREADOR,91
FRANCISCA HELENA DE CARVALHO COSTA,250,VEREADOR,29
ITAMAR MACHADO DOS SANTOS,250,VEREADOR,135
JOSE CARLOS COSME DA SILVA,250,VEREADOR,62
KASSIA FERRAZ DE ABREU,250,VEREADOR,94
LEONARDO ALVES PEREIRA,250,VEREADOR,12
LORENA ROCHA RODRIGUES,250,VEREADOR,4
MARIA LUCIA RIBEIRO DE MORAIS,250,VEREADOR,14
MARLETE ARAÚJO BELAS,250,VEREADOR,5
NUBIA APARECIDA DE MORAIS,250,VEREADOR,5
PABLINO PEREIRA DOS SANTOS SOUZA,250,VEREADOR,1
RODRIGO ALVES FERREIRA,250,VEREADOR,55
TANIA REGINA DE MELO,250,VEREADOR,33
TEREZINHA ALVES SOARES,250,VEREADOR,7
VONILDO DOS REIS PEDROZA,250,VEREADOR,98
MARIUZA DIVINA RIBEIRO DA SILVA,247,VEREADOR,16
FRANCISCO DE ASSIS LUZ,245.92000000000002,VEREADOR,57
ANTÔNIO GRACIANO NETO,245.21,VEREADOR,83
FLÁVIO PEREIRA DE LIMA,245.21,VEREADOR,65
IVO CESAR BENTO JUNIOR,245.21,VEREADOR,44
JONAIR ANTONIO DE LEMES,245.21,VEREADOR,12
JOSÉ LUIS BARBOSA,245.21,VEREADOR,42
MARCOS JUNIO GUIMARÃES MEIRELES,245.21,VEREADOR,102
MICHELINY MICHELLY DE OLIVEIRA,245.21,VEREADOR,5
NILMA APARECIDA TIBURCIA DA SILVA,245.21,VEREADOR,4
PLINIO JOSÉ DA SILVA ALMEIDA,245.21,VEREADOR,63
SANDY REIS DA SILVA,245.21,VEREADOR,9
ANTÔNIO LUIZ CAMPOS,244,VEREADOR,5
CLÁUDIA MARIA RIBEIRO,244,VEREADOR,20
DÉCIO RIBEIRO DOS REIS NETO,244,VEREADOR,44
ED KARLO GONCALVES BUENO,244,VEREADOR,15
IVANILDE FRANCELINA CAMPOS,244,VEREADOR,17
LENARA SILVA DE SOUZA OLIVEIRA,244,VEREADOR,28
NOELIDA ROSA DA PAIXAO,244,VEREADOR,59
WAMBASTER CORDEIRO DE PAULO,244,VEREADOR,4
ENIVALDO PEREIRA DA SILVA,242.65,VEREADOR,71
LEANDRA CRISTINA DE CARVALHO,242.65,VEREADOR,6
MIGUEL BORGES DA SILVA,242.65,VEREADOR,17
MOISES PEREIRA SANTANA,242.65,VEREADOR,114
APARECIDA HONORIA MARTINS,242.64999999999998,VEREADOR,24
NAYARA PARREIRA SOARES,241,VEREADOR,2
SHEYLA FREITAS DIAS COLVARA MARQUES,240.15,VEREADOR,13
VANILDO APARECIDO BORGES,240.15,VEREADOR,122
ANTÔNIO DE OLIVEIRA AVILA JUNIOR,240,VEREADOR,413
CLEONE ALVES LOPES,240,VEREADOR,11
JOÃO BALBINO ROSA,240,VEREADOR,138
WARLEY LOPES SILVA MENDES,240,VEREADOR,11
MARILDA DE JESUS LEMOS,238.85,VEREADOR,29
ANTONIO BATISTA MOREIRA,238.82999999999998,VEREADOR,5
CLAUDIA ROSA DE OLIVEIRA SILVA,238.82999999999998,VEREADOR,14
JOSÉ PIRES DE SÁ,238.82999999999998,VEREADOR,31
MARIA DIVINA JESUS BORGES RABELO,238.82999999999998,VEREADOR,3
VALDENICE VIANA SILVA,238.82999999999998,VEREADOR,9
VALNERIA BATISTA GUIMARAES,238.82999999999998,VEREADOR,7
WAGNER WILLIAN GOMES FRAGA,238.82999999999998,VEREADOR,15
WANDIR JOSÉ DA SILVA,238.82999999999998,VEREADOR,40
JOSÉ VIEIRA DE FARIA,238.5,VEREADOR,51
ADEMIR MARQUES DA CUNHA,235,VEREADOR,163
ANTONIO FRANCISCO COSTA DA SILVA,235,VEREADOR,147
ARMINDA SALVATIERRA SAMBRANA FALCÃO,235,VEREADOR,26
CARLA FERREIRA DA SILVA,235,VEREADOR,24
CARLENE SANTANA DOS SANTOS,235,VEREADOR,19
CEZAMAR CORREIA OLIVEIRA,235,VEREADOR,182
DONIZETE DO CARMO VAZ,235,VEREADOR,278
HELENA DUTRA DE AQUINO CASTRO,235,VEREADOR,32
ITALLO FERNANDES DA SILVA NUNES,235,VEREADOR,231
JERONIMO JOSE MARQUES,235,VEREADOR,71
JULIMAR CAETANO DA SILVA,235,VEREADOR,154
LUCAS ALVES FERREIRA,235,VEREADOR,77
MARCIA TARGINO DA SILVA,235,VEREADOR,34
MATHEUS CHAIANNE RIBEIRO SOARES,235,VEREADOR,71
OLGA AGUENA SOARES,235,VEREADOR,28
RAUL RODRIGUES DOS SANTOS,235,VEREADOR,8
ROMERITO FLOR DA SILVA,235,VEREADOR,39
WALQUIRIA CARMO SILVA ROCHA,235,VEREADOR,16
GILBERTO VIRGOLINO SOARES,234.37,VEREADOR,137
RENATO ALVES DE FREITAS,234.37,VEREADOR,13
LUCINEIDE PEREIRA DA SILVA,233.24,VEREADOR,4
ROSILEIDE PEREIRA DE SOUSA,233.24,VEREADOR,30
ANA CAROLINA DA SILVA ROSA,231,VEREADOR,20
WEDER PAULO GODOI,230.05,VEREADOR,92
HÉLIO INÁCIO DIAS,230,VEREADOR,75
JARISLEA VIANA RIBEIRO,230,VEREADOR,2
ODAIR JOSÉ DE PAULA,230,VEREADOR,56
ORLANDO OLIVEIRA SILVA,230,VEREADOR,224
DIVINO OTAVIO DO NASCIMENTO,227,VEREADOR,23
MAURO BATISTA BORGES,227,VEREADOR,53
CELIA MARIA ROCHA DE SOUSA GERSANTI,225,VEREADOR,5
BERONY SOUZA E SILVA,223.97,VEREADOR,7
SANDRA MARA DE MELO GONÇALVES,223.5,VEREADOR,4
ALVANA RIBEIRO GONÇALVES TAVARES,222,VEREADOR,24
CELIO JOSÉ DA SILVA,222,VEREADOR,66
CLEDIOMAR RIBEIRO DE SOUZA,222,VEREADOR,4
ELENICE FERREIRA DOS SANTOS,222,VEREADOR,5
GESO EVANGELISTA NERYS,222,VEREADOR,5
JÉSSICA MORAIS LIMA,222,VEREADOR,271
JOÃO PEIXOTO DA SILVA FILHO,222,VEREADOR,50
JOSÉ ALMEIDA ROCHA,222,VEREADOR,19
JÚLIO TEIXEIRA DOS SANTOS,222,VEREADOR,4
LEILIVALDO VICENTE DA SILVA,222,VEREADOR,8
VERA LUCIA BARBOSA DA SILVA,221.8,VEREADOR,20
KAREN CRYSTINE FERREIRA COUTINHO,221.2,VEREADOR,68
ANTONIO MARCELINO DE SOUZA,220,VEREADOR,111
ANTONIO RONILTON TEIXEIRA DA SILVA,220,VEREADOR,73
DANIEL JERÔNIMO FERREIRA,220,VEREADOR,88
EDECLEIBE VIEIRA DA SILVA,220,VEREADOR,22
EVARISTO OLIVEIRA PORTO,220,VEREADOR,14
JOSÉ FERREIRA CIRINO,220,VEREADOR,213
KATIA CRISTINA ROSA DE BRITO MORAES,220,VEREADOR,15
MARCIELA RODRIGUES DE JESUS,220,VEREADOR,7
MÁRCIO DE SOUZA GUEDES,220,VEREADOR,190
MONICA RODRIGUES VIEIRA,220,VEREADOR,41
THIAGO SILVA DE OLIVEIRA,220,VEREADOR,59
VANDERSON ROSA DE OLIVEIRA,220,VEREADOR,120
WADILSON MAIA ARANHA,220,VEREADOR,97
WILLIAN DIAS FERREIRA,220,VEREADOR,17
TAMIRES GABRIELE RESENDE CASTRO,218.6,VEREADOR,1
ELUZAIR OLIVEIRA ARAUJO,218.42000000000002,VEREADOR,35
ADELCI SALVADOR MOREIRA,217.7,VEREADOR,24
FERNANDO GONCALVES DE ANDRADE,215,VEREADOR,64
PAULO MACHADO DIONIZIO,215,VEREADOR,40
JOEL ALVES DE MORAIS,214.7,VEREADOR,56
CIDERLEU ADRIANO PEREIRA JÚNIOR,214.15,VEREADOR,94
ALBENITA ALVES DA SILVA,214.06,VEREADOR,4
CLEUZA LEMES DA SILVA,214,VEREADOR,90
JOSE ISMAEL DOS SANTOS,214,VEREADOR,52
LUCIANO FERNANDES NETO,212,VEREADOR,71
WELLINGTON FREITAS BARBOSA,211.55,VEREADOR,28
CLÉBIO NOGUEIRA DA SILVA,210.7,VEREADOR,30
JOAQUIM FERNANDES DE CASTRO,210.45,VEREADOR,8
PEDRO FERREIRA PERES,210.45,VEREADOR,44
NICIEL CARLOS DE OLIVEIRA,210,VEREADOR,114
WESLLEY ARANTES DE SOUZA,210,VEREADOR,55
ANTONIO DIVINO RODRIGUES,209.82999999999998,VEREADOR,41
JOANA DE ARAÚJO LIMA BORGES,209.73000000000002,VEREADOR,48
RONALDO MAGALHÃES QUADROS,209.73000000000002,VEREADOR,63
SANDRA VALERIA MOREIRA DOS SANTOS,209.73000000000002,VEREADOR,189
SÔNIA CASTRO MIRANDA,209.73000000000002,VEREADOR,29
TÃNIA ESTELINA GONÇALVES,209.73,VEREADOR,20
ADAILTON DUTRA DOS SANTOS,209,VEREADOR,56
AGEU DE SOUZA DIVINO,209,VEREADOR,46
AILTON MORAES,209,VEREADOR,60
ANA MARIA DE OLIVEIRA MORAES,209,VEREADOR,10
ANNA CLARA VIEIRA,209,VEREADOR,12
ANTÔNIO SÉRGIO FRANCISCO DE CAMARGO,209,VEREADOR,88
ARENY ARAUJO FERREIRA,209,VEREADOR,13
CARLOS ALBERTO DE OLIVEIRA FAUSTO,209,VEREADOR,40
CICERO FERREIRA RODRIGUES SOBRINHO,209,VEREADOR,2
CLEONICE APARECIDA RIBEIRO,209,VEREADOR,8
DARIO LEOPOLDINO DA COSTA,209,VEREADOR,80
DEIBSON BERNARDES GUIMARÃES,209,VEREADOR,1
DIEGO MIRANDA DO CANTO,209,VEREADOR,77
EDILZE DE FÁTIMA PEREIRA FARIA,209,VEREADOR,143
EDSON RODRIGUES VIDAL,209,VEREADOR,25
ELIANE DE FREITAS PEREIRA,209,VEREADOR,4
ELIENE SANTOS SILVA,209,VEREADOR,9
ELISANGELA BORGES COELHO,209,VEREADOR,135
ELIZEU DE JESUS FEITOSA DE OLIVEIRA,209,VEREADOR,62
ELZELI CUSTODIO DE CARVALHO MEDEIROS,209,VEREADOR,87
EVANY DE FATIMA SILVA,209,VEREADOR,11
FLORANITA MACHADO DA SILVA NETA MELO,209,VEREADOR,7
GERALDO DA COSTA AGUIAR,209,VEREADOR,273
GISLENE CONCEIÇAO VICENTE ALMEIDA,209,VEREADOR,118
GLAUCE ROSA DA SILVA,209,VEREADOR,13
IDELCI ALBINO ROSA,209,VEREADOR,90
KATIA MARA CARLOS DA SILVA,209,VEREADOR,3
LARA JACKELINE CAMPOS TEIXEIRA,209,VEREADOR,1
LEIDYANE LIRIO DA SILVA PEREIRA,209,VEREADOR,2
LUCAS DE PAULA,209,VEREADOR,39
LUISMAR PEREIRA BORGES,209,VEREADOR,23
LUZIVAN GONÇALVES DE AGUIAR,209,VEREADOR,89
MARCELO BERGAMELLI LEITE,209,VEREADOR,53
MARCIANA RIBEIRO PEREIRA,209,VEREADOR,29
MARCO AFONSO DE CAMPOS PINTO,209,VEREADOR,15
MARGARIDA APARECIDA DA SILVA,209,VEREADOR,5
MARIA MONALIZA NUNES BOTELHO,209,VEREADOR,29
MAYCON JOSÉ FERNANDES LIMA,209,VEREADOR,33
MILENE DE SOUZA XAVIER OLIVEIRA,209,VEREADOR,18
MILTON DIVINO PEDROSA,209,VEREADOR,96
NATALIA BANDEIRA SOARES,209,VEREADOR,23
SELISMAR JOSE DE OLIVEIRA,209,VEREADOR,59
SILVANI ALMEIDA DE SOUZA,209,VEREADOR,4
SIMONE COELHO SIQUEIRA,209,VEREADOR,7
TULIO VINICIUS CIPRIANO GOMES,209,VEREADOR,13
UESLEI CASSIMIRO PEREIRA,209,VEREADOR,9
VALDIR RIBEIRO SOUZA,209,VEREADOR,45
VALQUER POVOA RIBEIRO,209,VEREADOR,52
VILMA PEREIRA DOS SANTOS,209,VEREADOR,32
VILMAR BARBOZA DE ANDRADE,209,VEREADOR,75
VILMAR GONÇALVES DE OLIVEIRA,209,VEREADOR,66
WELINGTON PEREIRA DOS SANTOS,209,VEREADOR,14
KENNAR DA SILVA CONCEIÇÃO,208.39999999999998,VEREADOR,17
TATIANA DE CASSIA DA SILVA,208.2,VEREADOR,8
ALESSANDRO MOREIRA LOPES,208,VEREADOR,17
EDSON PEDRO FILHO,208,VEREADOR,97
ELIENAI PEREIRA DOS SANTOS,208,VEREADOR,31
JOAO DE JESUS,208,VEREADOR,125
JUNICLEY DE JESUS MOREIRA,208,VEREADOR,36
LUCIANO FELIX DOS SANTOS,208,VEREADOR,23
MARIA DIVINA DE SANTANA AMORIM,208,VEREADOR,67
PEDRO ALVES BORGES,208,VEREADOR,19
REGIANE LOPES DA SILVA SOUSA,208,VEREADOR,12
WILTON DE ALMEIDA BRANCO,208,VEREADOR,15
CRISTINA RODRIGUES DIAS,205,VEREADOR,41
DILSON SALES BEZERRA,205,VEREADOR,121
GABRIEL LOPES SOUSA,205,VEREADOR,21
MARIA VIEIRA DE ALMEIDA,205,VEREADOR,55
PEDRO GILBERTO DOS SANTOS,204,VEREADOR,189
RENATA CRISTIANA REINALDO ROSA,204,VEREADOR,11
LUCAS SOARES RIBEIRO,203.75,VEREADOR,11
SILVANIO DE OLIVEIRA,203.46,VEREADOR,36
LUZIA ANISIA NUNES,202.35,VEREADOR,41
LUCIENE CRISTINA DE LIMA,202.15,VEREADOR,10
HUGO RAMOS BRANDÃO,202,VEREADOR,89
VALDIVINO ALVES DE OLIVEIRA,202,VEREADOR,216
CARLOS CÉZAR DOS SANTOS,200.35,VEREADOR,149
ANA CAROLINA DA SILVA CEDRO,200.12,VEREADOR,11
ACRISLENE DA SILVA SANTOS,200,VEREADOR,63
ADELMO DOS SANTOS ALVES,200,VEREADOR,43
ADEMAR RODRIGUES DA SILVA,200,VEREADOR,63
ADEMIR DA CONCEICAO,200,VEREADOR,41
ADENILSON MANOEL DE PASSOS,200,VEREADOR,54
ADOLFO MATHEUS ALVES VILAÇA,200,VEREADOR,20
ADONALDO PAZ DE CARVALHO,200,VEREADOR,139
AGDA MARIA DA CRUZ DE OLIVEIRA,200,VEREADOR,10
ALBINEIA SOARES SILVA SANTOS,200,VEREADOR,8
ALDRIAN RODRIGUES PEREIRA,200,VEREADOR,15
ALESSANDRA MARTINS LOUREDO,200,VEREADOR,32
ALEX DONATO MARTINS,200,VEREADOR,79
ALINE FERREIRA DA ROCHA,200,VEREADOR,9
AMANDA MENDES DOS REIS,200,VEREADOR,8
AMARA CINTRA DE VASCONCELLOS,200,VEREADOR,11
ANA CLAUDIA DOS SANTOS GONÇALVES,200,VEREADOR,20
ANA LUCIA SILVA DE ALBUQUERQUE,200,VEREADOR,16
ANDRE SOARES DE OLIVEIRA,200,VEREADOR,5
ANDREIA HALEY GUIMARÃES,200,VEREADOR,17
ANDRIELE MARIA DA CONCEIÇÃO,200,VEREADOR,6
ANTONIO DA PAZ FERREIRA DA SILVA,200,VEREADOR,82
ANTÔNIO DONIZETE FRANCO NOGUEIRA,200,VEREADOR,3
ANTONIO LUIZ FERREIRA CIVARDI,200,VEREADOR,12
ANTONIO PAES BAIAO,200,VEREADOR,64
ARY LUCENA COSTA,200,VEREADOR,9
BONIFACIA DIVINA DA SILVA,200,VEREADOR,31
BRUNO ALVES VIEIRA,200,VEREADOR,52
CANUTO VERÍSSIMO RIBEIRO,200,VEREADOR,59
CARITA FERREIRA LOPES,200,VEREADOR,5
CARLA CAMILA FERNANDES OLIVEIRA,200,VEREADOR,2
CAROLINNE CARNEIRO REZENDE,200,VEREADOR,121
CELIA REGINA DA COSTA,200,VEREADOR,38
CELINA MARIA DE JESUS,200,VEREADOR,273
CLARISMENIA ALVES DA SILVA,200,VEREADOR,73
CLAUDINEI RABELO DA SILVA,200,VEREADOR,408
CLECIO RODRIGUES DOS SANTOS,200,VEREADOR,35
CLEGINALDO SILVA DE VASCONCELOS,200,VEREADOR,48
